text,sentiment,topic
thầy dạy nhiệt huyết và truyền đạt tất cả những gì thầy biết .,positive,lecturer
"tích cực , nhiệt tình giảng dạy .",positive,lecturer
hơi khó hiểu ạ .,negative,lecturer
thêm thời lượng môn học .,negative,program
thầy wzjwz247 đôi lúc nhìn hơi bị bí hiểm em cảm thấy sợ vì điều này .,negative,lecturer
thầy vui tính và nhiệt tình .,positive,lecturer
cách dạy hơi nhanh .,negative,lecturer
khả năng nói tiếng anh tốt .,positive,other
"thầy dạy rất hay , nhiệt tình và dễ hiểu .",positive,lecturer
giảng viên rất gần gũi và giúp đỡ sinh viên .,positive,lecturer
"cần giảng kỹ hơn phần lý thuyết , đi sâu chậm hơn một chút .",negative,lecturer
kiến thức còn kỳ kỳ .,negative,program
sắp xếp thời gian nghĩ và dạy bù tốt .,positive,lecturer
cô dạy hơi nhanh về ngữ pháp .,negative,lecturer
"bởi học kỳ này tiết học thực hành của môn học bị trễ nhiều tuần , giảng viên thực hành phải đắp giờ học bù và bài tập nhiều hơn dự kiến .",negative,program
thầy wzjwz313 dạy rất nhiệt tình còn thầy wzjwz314 chưa giảng giải kỹ lắm và một số thao tác của thầy wzjwz314 còn hơi nâng cao với tụi em .,negative,lecturer
"cô dạy hơi khó hiểu , dạy nhanh .",negative,lecturer
"thầy rất nhiệt tình nhưng nhiều lúc giải bài tập hơi nhanh , đối với em thấy vậy .",negative,lecturer
"tiết học vui nhộn , thú vị tạo cảm giác thoải mái khi học tập .",positive,program
nên thống nhất hình thức thi thực hành của môn học .,negative,program
"tiết học thiếu không khí vui tươi , nhiệt tình từ sinh viên .",negative,program
"dễ hiểu , dễ tiếp thu .",positive,lecturer
em mong muốn sẽ cho sinh viên được thực hành nhiều hơn để có thể áp dụng những kiến thức trong học tập vào đời sống hằng ngày .,negative,program
"giảng dạy tỉ mỉ , tận tình .",positive,lecturer
"mong khi lên lớp thầy tập trung vào môn học hơn , không đưa ra những ví dụ lạc đề và những chuyện không liên quan trong giờ học .",negative,lecturer
"rất chăm lo cho sinh viên , nhiệt tình .",positive,lecturer
"cần có các phần mềm , thiết bị mô phỏng những bài lý thuyết đã học để sinh viên có được một cái nhìn trực quan , sinh động và dễ hiểu hơn .",negative,facility
thầy cứ mặc định học sinh thông minh .,negative,lecturer
nâng cao cơ sở vật chất .,negative,facility
lý thuyết đi nhanh làm tụi em hiểu bài dựa trên ví dụ .,negative,program
cách tính điểm chưa công bằng cho các thành viên trong nhóm đồ án .,negative,program
"vì phòng học lớn , chất lượng không hiệu quả .",positive,facility
thà sinh viên ở nhà tự thực hành vui hơn .,negative,program
"khó tiếp thu , trình bày quá nhanh không kịp nghe .",negative,lecturer
cô wzjwz45 dạy hay !,positive,lecturer
nên tăng thêm nguồn tài liệu cho sinh viên tiếp cận .,negative,program
chỉ giải đáp thắc mắc cho một bạn mà không nói cho các bạn xung quanh biết về thắc mắc đó .,positive,lecturer
biết thêm nhiều thông tin bổ ích .,positive,other
nâng cao chất lượng cơ sở vật chất .,negative,facility
"em có phản ánh thế này doubledot thực hành là học cách tuần , trong khi đó thì bài thực hành mỗi tuần mỗi khác .",negative,program
lịch học bù đôi khi cập nhật trễ .,negative,program
"truyền đạt chưa mạch lạc , rõ ràng , đôi khi còn nhầm lẫn .",negative,lecturer
"giảng viên lý thuyết giảng bài không được hay , dễ gây buồn ngủ , không có gì đặc biệt ngoài việc chỉ toàn đọc lý thuyết từ trong slide ra .",negative,lecturer
giảng dạy hơi nhanh .,negative,lecturer
nâng cao chất lượng phòng học và các trang thiết bị hỗ trợ .,negative,facility
"đôi khi còn khô cứng , hay giảng dạy thuật toán qua code .",negative,lecturer
dễ gây buồn ngủ .,negative,lecturer
"rất tận tâm và nhiệt tình trong công việc giảng dạy , em rất ấn tượng với cô .",positive,lecturer
em nghĩ nên có giờ giao tiếp bằng tiếng anh riêng cho sinh viên để cải thiện được khả năng giao tiếp của sinh viên .,negative,program
"em không hài lòng về thời gian lên lớp đúng giờ của thầy , sau đợt học quân đội mấy tuần liền sinh viên bọn em tới học rồi chờ hơn 1 tiếng rồi về .",negative,lecturer
"thầy giảng bài rất chi tiết , rất tận tâm !",positive,lecturer
"cô xinh , dạy có tâm , thương học sinh .",positive,lecturer
có thể hai thầy chưa nhất quán được nội dung phần thực hành .,negative,program
thầy trẻ mới ra trường nên rất nhiệt tình .,positive,lecturer
thầy dạy nhiệt tình có nhiều tiết bài tập cho sinh viên .,positive,lecturer
"cách dạy rất buồn ngủ , không tạo được hung thú cho sinh viên .",negative,lecturer
"nên khuyến khích mấy môn khác đều như môn này , thầy có đọc được ý kiến này thì thầy nói mấy thầy trong khoa cứ cho đồ án sinh viên làm , khỏi làm mấy bài lab chi cả , chán òm mà có hiểu được gì đâu .",negative,lecturer
"nhưng đổi lại khi được học với thầy thì lại là cảm giác khác , áp lực , thiếu tự tin , mệt mỏi , sau mỗi buổi học là một cơn đau đầu kéo dài .",negative,lecturer
dạy khá là nhiệt tình .,positive,lecturer
"rồi trong thời gian sinh viên báo cáo thì không lắng nghe và góp ý , mà hỏi những câu ví dụ như doubledot  chỉ có vậy thôi hả ? còn gì nữa không ? dotdotdot  .",negative,lecturer
thầy dạy hay kêu sinh viên uống bia !,negative,lecturer
"nói khó nghe , diễn đạt khó hiểu .",negative,lecturer
giảng viên cần chú ý nhiều vào phân bổ thời lượng giảng dạy .,negative,lecturer
"phòng thực hành có rất nhiều máy bị hư hỏng , chúng em không thể sử dụng chuột được , visual thì phiên bản cũ quá , không còn phù hợp cho học tập nữa .",negative,facility
thầy đọc slide nhiều hơn là giảng .,negative,lecturer
giáo viên thường xuyên luyện kỹ năng nghe và nói .,positive,lecturer
lo lắng cho học sinh .,positive,lecturer
giáo viên cho xem các bộ phim tiếng anh giúp trau dồi kỹ năng nghe rất hữu ích .,positive,lecturer
"chất lượng môn học khá tốt , giảng viên truyền đạt cho sinh viên nhiều kỹ năng có ích , phòng máy đảm bảo về số lượng máy cho sinh viên .",positive,other
"thầy dạy hay , dễ hiễu .",positive,lecturer
"giảng dạy tận tình , đầy nhiệt huyết .",positive,lecturer
tài liệu chính thức của trường chưa có .,negative,program
cần cung cấp nhiều tài liệu .,negative,lecturer
giảng viên vui tính .,positive,lecturer
thầy rất quan tâm đến sinh viên .,positive,lecturer
"giảng dễ hiểu , nội dung đầy đủ .",positive,lecturer
"thầy quá thụ động , ít ra là người thầy phải năng động chứ .",negative,lecturer
chú tâm đến sinh viên .,positive,lecturer
"cô dễ thương , dạy dễ hiểu , nhiệt tình với học sinh .",positive,program
đã rất tốt .,positive,other
"thầy dạy khá hay và dễ hiểu , em rất hài lòng về môn học do thầy wzjwz115 dạy , em xin cảm ơn .",positive,lecturer
số lượng sinh viên nên giảm xuống khoảng 10 người fraction lớp .,negative,program
giọng nói nhỏ nhưng giảng viên không chịu sử dụng micro làm khó nghe hơn .,negative,lecturer
"thầy giáo thân thiện , giảng dạy nhiệt tình , khá dễ hiểu .",positive,lecturer
nói quá nhanh !,negative,lecturer
"giảng hay , giảng viên vui tính , nhiệt tình .",positive,lecturer
đồ án lập trình cần giao ngay đầu học kỳ để sinh viên có thể sắp xếp đầu tư .,negative,program
"giảng viên thoải mái , giảng dạy tận tâm .",positive,lecturer
giảng bài vài giải bài quá nhanh .,negative,lecturer
nghỉ học quá nhiều .,negative,lecturer
không được luyện tập nhiều về các kỹ năng .,negative,program
"giảng viên gợi ý , định hướng cho sinh viên từ đồ án chuyên ngành đến khoá luận tốt nghiệp .",positive,lecturer
chưa tương tác tốt với sinh viên qua e-mail .,negative,lecturer
"rất nhiệt tình vì học sinh , giảng dạy rất hay và hiệu quả .",positive,lecturer
ít nhiệt tình trong việc hỗ trợ sinh viên làm đồ án .,negative,lecturer
cô thường xuyên lên lớp muộn khiến học sinh phải đợi cô .,negative,lecturer
triệu like cho thầy !,positive,lecturer
"lên lớp trễ , nghỉ không thấy thông báo .",negative,lecturer
"để cải tiến chất lượng môn học , em hi vọng nhà trường tăng thời lượng cho môn này , vì thực sự môn này còn nhiều vấn đề nhưng không đủ thời gian để dạy .",negative,program
đề nghị thầy đừng nghỉ nhiều quá mất bài của chúng em .,negative,facility
"bài tập đa dạng , mức độ khó dễ khác nhau .",positive,program
thầy chỉ hướng dẫn cách làm bài mặc dù sinh viên không hiểu bản chất của vấn đề .,negative,lecturer
số lượng buổi học hơi ít so với nội dung thực hành .,negative,program
thầy dạy chán chưa thu hút học sinh .,negative,lecturer
thu hút sinh viên .,positive,lecturer
"trình độ chuyên môn cao , quan tâm nhiều đến sinh viên .",positive,lecturer
cung cấp đủ tài liệu để sinh viên tự nghiên cứu .,positive,lecturer
"thầy giáo sôi nổi truyền đạt kiến thức tốt , gần gũi với học sinh , vui vẻ .",positive,lecturer
"cô sẵn sàng giải đáp mọi thắc mắc nhanh nhất có thể , luôn tìm hiểu kỹ nội dung để có thể dạy tốt nhất .",positive,lecturer
"em thấy bất cập là khi giải bài trên bảng ở giảng đường 1 , khoảng cách thì xa trong khi chữ viết của sinh viên lại rất mờ và nhỏ , khó có thể thấy rõ .",negative,facility
"dạy dễ hiểu , học sinh tiếp thu tốt .",positive,lecturer
tận tình của giáo viên .,positive,lecturer
bài tập về nhà mức hơi khó .,negative,program
cần giáo trình và bài tập .,negative,program
chu đáo nhiệt tình .,positive,lecturer
thái độ giảng dạy của giáo viên khá tốt .,positive,lecturer
thầy dạy chủ yếu chứng minh công thức có sẵn nên hay mất thời gian và không đưa ra trọng tâm cho sinh viên học !,negative,lecturer
không đảm bảo giờ giấc lên lớp .,negative,lecturer
"giảng viên nhiệt tình , tận tâm với công việc .",positive,lecturer
nên cung cấp cho sinh viên nhiều kiến thức thực tế qua các bài tập và thực hành .,negative,program
"nhiệt tình dạy dễ hiểu , thân thiện hài hước .",positive,lecturer
giảng viên dạy rất chi tiết và nhiệt tình dành nhiều thời gian giải thích thắc mắc cho sinh viên .,positive,lecturer
"sau mỗi phần lý thuyết thầy đều cho bài tập , bài học trở nên rất dễ hiểu và tạo cơ hội cho sinh viên áp dụng những kiến thức vừa được học .",positive,lecturer
cô dạy siêu dễ thương .,positive,lecturer
em không hài lòng về cách dạy .,negative,lecturer
"đặc biệt là khi kiểm tra nghe cuối kỳ , có thể ví von âm thanh với máy nổ .",negative,facility
mong thầy càng giảng dạy tốt hơn cho đến sau này !,negative,lecturer
thầy dạy khá nhanh và khá khó hiểu .,negative,lecturer
"thầy wzjwz318 dễ thương , thân thiện với sinh viên , giảng bài dễ hiểu .",positive,lecturer
khả năng truyền đạt tốt và hướng dẫn cụ thể cho sinh viên .,positive,lecturer
cô có tâm huyết với nghề .,positive,lecturer
thân thiện .,positive,lecturer
vấn đề điểm kiểm tra cuối kỳ gây nhiều tranh cãi trong sinh viên .,negative,program
"các ví dụ về định nghĩa , giao thức , tổ chức mạng của thầy rất gần gũi và dễ hiểu .",positive,lecturer
em hoàn toàn hài lòng về phương pháp giảng dạy của cô .,positive,lecturer
điểm danh đủ các buổi để tạo công bằng cho sinh viên .,positive,program
"thầy giáo giảng dạy vui vẻ , áp dụng thực tế .",positive,lecturer
thầy wzjwz63 đưa ra những đề tài rất hay .,positive,lecturer
giờ thực hành được tăng cường nhiều hơn nữa .,negative,program
thầy rất đẹp trai colonsmile .,positive,lecturer
thầy dạy rất nhiệt tình và tận tâm chỉ bảo sinh viên .,positive,lecturer
"thầy dạy cũng được , có kể vài câu chuyện về kỹ năng sống .",positive,lecturer
"giảng viên nhiệt tình , giảng giải lý thuyết rõ ràng .",positive,lecturer
thầy wzjwz83 cần nâng cao sự am hiểu về môn học để phục vụ giảng dạy .,negative,lecturer
"cho nghiên cứu nhiều đề tài khoa học hay , bổ ích .",positive,lecturer
giáo viên dạy rất tốt !,positive,lecturer
thực hành hình thức 2 giảng viên cần sử dụng thời gian của môn học có hiệu quả và ý nghĩa với học viên .,negative,program
cách này không phù hợp với môn học .,negative,program
hài lòng nhất là đúng giờ .,positive,lecturer
phát âm tốt và sữa sai khi sinh viên phát âm hoặc viết sai ngữ pháp .,negative,lecturer
nên dạy thực tế hơn một chút và máy chiếu nên rõ hơn .,negative,facility
có sự thay đổi giảng viên trong quá trình học làm sinh viên không thích ứng kịp trong quá trình báo cáo làm các bài báo cáo trong thời gian đó nộp không đúng hạn bị trừ điểm .,negative,lecturer
đọc slide xong cũng hết giờ và coi như kiến thức đó đã được  nạp  .,negative,program
một số giảng viên khác nên có một số điều giống như cô .,positive,lecturer
"giảng viên thường xuyên không đến lớp mà không thông báo nghỉ học , ảnh hưởng đến hoạt động học tập của sinh viên , vì vậy nhà trường nên nhắc nhở giảng viên về vấn đề này .",negative,lecturer
"hướng dẫn tận tiện cho sinh viên về nghề nghiệp tương lai , truyền đạt tốt .",positive,lecturer
"giảng viên nhiệt tình , có các hoạt động mang tính làm việc nhóm rất cao .",positive,lecturer
"cô giảng nhiệt tình , không gây cảm giác áp lực hay cảm giác chán !",positive,lecturer
tụi em cũng là người đóng học phí mà .,negative,other
làm nhiều bài tập .,negative,program
đồ án quá khó so với sức của sinh viên .,negative,program
"quá trình giảng dạy luôn lấy ví dụ từ thực tiễn , hài hước tạo nên hứng thú cho sinh viên !",positive,lecturer
lớp này không phải wzjwz124 hướng dẫn thực hành .,negative,other
"cô dạy dễ hiểu , tận tình .",positive,lecturer
môn này là môn em đi học nhiều nhất .,positive,other
cách diễn đạt của thầy hay nhưng chưa tạo cảm giác hứng thứ với người nghe .,negative,lecturer
thực ra em hiểu không nhiều thầy quá đi sâu vào lý thuyết .,negative,lecturer
"điều quan trọng là rất chật mà lớp thì đông , làm thầy phải chia ca và có bạn phải làm bài tập ngoài hành lang sau đó mới vào nộp .",negative,facility
"không ít bộ phận giảng viên dạy không đúng giờ , hoặc nghỉ dạy đột suất .",negative,lecturer
chương trình học quá nhiều và nhiều phần không cần thiết .,negative,program
liên hệ thực tế đến các môn lập trình .,negative,program
em cảm giác như môn vừa học là  nhập môn lisp và prolog  .,negative,program
giảng viên chưa phân chia nhóm thực hành hợp lý .,negative,lecturer
cho điểm thấp .,negative,lecturer
có cung cấp kiến thức liên quan nhiều hơn so với khi học lý thuyết .,positive,lecturer
"giảng viên nhiệt tình , phương pháp dạy khá hay .",positive,lecturer
bài tập còn khó so với lớp yếu tiếng anh .,negative,program
"đi dạy đúng giờ , dễ hiểu .",positive,lecturer
cô dạy nhiệt tình hay liên hệ thêm thực tiễn .,positive,lecturer
em chỉ có ý kiến là các trang thiết bị trong các phòng học anh văn như vậy là chưa đảm bảo .,negative,facility
"tháng học 4 ngày , nghỉ 3 ngày , bù thì trùng lịch 1 lúc 3 môn bắt buộc nghỉ rớt môn .",negative,other
nên bổ sung phần lập trình socket ạ !,negative,program
"thầy dạy rất có tâm , dễ hiểu .",positive,lecturer
cho làm bài kiểm tra thử trước khi thi .,positive,program
thầy hiền .,positive,lecturer
từ đó bọn em khó mà có được nhiều kiến thức về môn học này .,negative,other
cho cực kỳ nhiều bài và cực kỳ khó luôn .,negative,lecturer
không quan tâm đến học sinh .,negative,lecturer
"giáo viên dạy rất dễ tiếp thu , ngoài ra còn bổ sung kiến thức kiến anh .",positive,lecturer
môn này nếu được thực hành nhiều sẽ đảm bảo chất lượng hơn các bạn sinh viên tự tìm tòi cũng được nhưng sẽ tốt hơn nếu có người hướng dẫn .,negative,program
"giảng viên dạy rất tốt , nhiệt tình , khả năng sư phạm cao .",positive,lecturer
giảng viên đi trễ nhiều lần .,negative,lecturer
"khả năng truyền đạt tốt , hay .",positive,lecturer
"giảng viên giảng bài dễ hiểu , vui tính , nhiệt tình .",positive,lecturer
đây liệu có phải là chuyên môn nghề nghiệp của ngành công nghệ thông tin chúng ta .,negative,other
mọi thứ thầy dạy rất mơ hồ .,negative,lecturer
"giảng viên rất nhiệt tình , giảng dạy tốt , dễ hiểu .",positive,lecturer
thầy luôn quan tâm đến các khó khăn mà sinh viên gặp phải và giúp đỡ sinh viên giải quyết tận tâm và nhiệt tình .,positive,lecturer
"giáo viên vui tính , nhiệt tình .",positive,lecturer
"giáo viên đến rất sớm , dạy nhiệt tình .",positive,lecturer
"cô nhiệt tình , đáng yêu , cân nhắc học trò khi học trò còn thiếu hụt kỹ năng làm việc , cô còn dành thời gian nghỉ trưa để cho nhóm làm báo cáo bù .",positive,lecturer
giảng viên nên tập trung vào các phần kỹ năng của sinh viên .,negative,lecturer
"những bài lab cuối thầy cũng dễ tính hơn , sử dụng thời gian trên lớp hợp lý hơn .",positive,lecturer
giúp cho sinh viên trao dồi thêm rất nhiều kỹ năng đặc biệt là kỹ năng làm việc nhóm .,positive,other
"cô dạy nhiệt tình , trả lời đầy đủ các câu hỏi .",positive,lecturer
thầy điểm danh nhiều quá ạ colonsmile .,negative,lecturer
"môn học nên có hình thức và báo cáo khác nhẹ hơn , vì đây là môn nhập môn .",negative,program
"thầy nóng tính , đối với sinh viên có thể lâu lâu đùa giỡn ( chấp nhận được ) để thoải mái dễ tiếp thu bài học những thầy không cho phép điều đó .",positive,lecturer
đảm bảo giờ giấc .,positive,lecturer
"tận tình , giảng bài dễ hiểu .",positive,lecturer
thầy giảng bài rất nhiệt tình và quan tâm đến sinh viên .,positive,lecturer
cô nên cập nhật lại kiến thức mới nhất trong slide bài giảng .,negative,lecturer
thầy giảng dạy rất nhiệt tình và cách giảng dạy rất dễ hiểu .,positive,lecturer
"thầy rất nhiệt tình , hòa đồng với sinh viên .",positive,lecturer
đã hoàn hảo .,positive,other
cần thầy công bố điểm các bài kiểm tra sớm hơn nữa .,negative,lecturer
giáo viên truyền đạt kiến thức tốt .,positive,lecturer
cần những giờ học sôi động hơn không học thuật quá nhiều .,negative,program
quan tâm tận tình đến sinh viên .,positive,lecturer
"thầy dạy tốt , dễ hiểu .",positive,lecturer
đề làm thực hành thực sự chỉ dễ cho giảng viên .,negative,program
"thầy trẻ , phong cách giảng dạy có phần cởi mở hơn .",positive,lecturer
em xin cảm ơn những buổi học quý báu của thầy .,positive,lecturer
"phần giảng về phần lý thuyết rất kỹ , bài tập cũng hay .",positive,lecturer
"dạy tốt , truyền đạt hay .",positive,lecturer
cần giảm tải số lượng bài học trong mỗi tiết học .,negative,program
sử dụng thời gian học không hiệu quả .,negative,lecturer
thầy dạy hay vui và ví dụ chi tiết .,positive,lecturer
dạy cực kỳ đúng giờ !,positive,lecturer
"chấm điểm đồ án không thực sự tỉ mỉ , chưa có tính chính xác đối với những trường hợp không hề hiểu code mà vẫn có điểm .",negative,lecturer
"thưa , em rất hài lòng về các buổi học và sự hài hước của thầy .",positive,lecturer
nhiệt tình giảng dạy truyền đạt kiến thức .,positive,lecturer
"giảng viên dạy nhiệt tình , tận tâm .",positive,lecturer
"có thể cho nhiều bài tập , và có giờ sửa chữa bài tập trên lớp riêng .",negative,program
hẹn gặp lại cô sau 2 học kỳ nữa .,positive,lecturer
giảng viên truyền đạt dài dòng .,negative,lecturer
hi vọng giảng viên đưa ra những ví dụ cụ thể để sinh viên nắm được những điều cơ bản trước khi giải bài tập .,negative,lecturer
giáo viên phân bố thời gian dạy không rõ ràng .,negative,lecturer
thầy ít cho bài tập .,negative,lecturer
cần nhắc lại kiến thức cơ bản trước khi bước vào bài giảng mới .,negative,lecturer
"tận tâm , đi đúng giờ , dạy dễ hiểu .",positive,lecturer
"giảng viên vui vẻ , nhiệt tình , dạy dễ hiểu .",positive,lecturer
thầy không post bài giảng lên website môn học .,negative,lecturer
thời gian giải bài tập với sinh viên chưa nhiều .,negative,program
"giảng viên tận tâm , nhiệt tình , vui vẻ , giảng hay , lôi cuốn .",positive,lecturer
"giảng viên dạy nhanh , đôi khi không bắt kịp bài .",negative,lecturer
"thầy dạy quá nhanh , dồn kiến thức quá nhiều , phương pháp giảng chưa hợp lý .",negative,lecturer
giảng viên cần nhiệt tình và tích cực hơn nữa trong khi truyền đạt tới sinh viên .,negative,lecturer
"giọng cô dễ nghe , giảng bài dễ hiểu .",positive,lecturer
cô rất vui vẻ khi dạy trên lớp .,positive,lecturer
tạo động cơ học tập lâu dài .,positive,lecturer
"cần thêm nhiều thông tin , tài liệu về môn học .",negative,program
giảng viên nhiệt tình giúp đỡ sinh viên học tập .,positive,lecturer
có nhiều ví dụ hay .,positive,program
thầy nên cho phân nhóm làm bài tập về nhà .,negative,lecturer
"đề thi quá chú trọng vào từ vựng , ngữ pháp .",negative,program
thầy có đăng bài tập lên hệ thống môn học .,positive,lecturer
"cô rất chu chu đáo , tận tình , giảng bài hay , truyền đạt được mọi kiến thức .",positive,lecturer
"cô hiền , quan tâm nhiều đến lớp .",positive,lecturer
cần đa dạng hóa bài tập hơn .,negative,program
nhưng bài tập hơi khó .,negative,lecturer
"giáo viên của lớp thường xuyên thay đổi , không đồng nhất , nhiều hôm nghỉ học không thông báo trước .",negative,lecturer
phần thực hành ít có liên quan đến phần lý thuyết .,negative,program
"cô dạy chưa tập trung dạy thực hành cho sinh viên , không giảng giải nội dung thực hành .",negative,lecturer
mong thầy có thể hướng dẫn thêm khi làm project .,negative,lecturer
"thầy giảng bài rất kỹ , sát vào vấn đề và dễ hiểu .",positive,lecturer
không có sự đồng bộ giữa giảng viên thực hành và giảng viên lý thuyết .,negative,program
chưa gây được hứng thú trong quá trình học .,negative,program
slide cô chuẩn bị rất hay lý thuyết rất chi tiết .,positive,program
cô hay yêu cầu học sinh phải làm bài tập đầy đủ .,positive,lecturer
giáo viện rất nhiệt tình với sinh viên .,positive,lecturer
phòng học khác phải có màn che .,negative,facility
tận tình với học sinh !,positive,lecturer
không sửa bài chi tiết vì nghĩ nó dễ so với học sinh .,negative,lecturer
hoặc không phân nhóm nhưng vẫn nên cho đề tài để sinh viên tìm hiểu .,negative,program
cô giảng dạy tận tâm và cho nhiều bài tập và lời giải chi tiết .,positive,lecturer
không có đủ ổ cắm điện sử dụng .,negative,facility
"thầy dạy tận tâm , nhiệt tình , vui vẻ , thân thiện với sinh viên .",positive,lecturer
giảng viên nên cho sinh viên làm bài tập nhiều lên .,negative,lecturer
có thể chưa phù hợp nhưng ý kiến cá nhân của em là doubledot nên thực hành theo phương thức 2 để có thể ứng dụng các lý thuyết được học trên lớp lên các thiết bị thật .,negative,program
"vote cô , cô dạy hay , cho điểm cao .",positive,lecturer
rất hiểu tâm lý các bạn sinh viên ngoài ra còn có những giờ học thật sự thú vị .,positive,lecturer
"cô là một giảng viên vô cùng tâm huyết , tận tâm và thương sinh viên .",positive,lecturer
thường xuyên nghỉ không thông báo trước và đi trễ .,negative,lecturer
"dạy kỹ , dạy nhiệt tình .",positive,lecturer
"phòng máy chất lượng còn thấp , cấu hình yếu và bị nhiễm virus , một số kit không nhận driver hoặc bị hư , thiếu kit và phòng thực hành còn nhỏ .",negative,facility
lớp trưởng quản lý 19 - 20 nhóm trong lớp đòi hỏi lớp trưởng phải có kiến thức tốt và trách nhiệm .,negative,program
"thầy dạy hay , kiến thức dồi dào .",positive,lecturer
"bài tập thực hành đa đạng , dễ hiểu .",positive,program
thầy đến lớp rất đúng giờ và cho sinh viên ra về cũng rất hợp lý .,positive,lecturer
nhiệt tình chỉ dạy cho sinh viên .,positive,lecturer
tuần sau khi sinh viên ý kiến lên phòng công tác sinh viên mới có giảng viên khác đến thay thế .,negative,lecturer
giảng viên cho làm nhiều bài tập liên quan đến bài học .,positive,lecturer
"sự tận tâm của thầy , các ví dụ đơn giản , dễ hiểu .",positive,lecturer
"cô dạy rất nhiệt tình , rất hài lòng về cô .",positive,lecturer
dạy một lúc quá nhiều bài .,negative,lecturer
kỹ năng tự học được thầy đưa lên tối đa .,positive,lecturer
"thầy dạy dễ hiểu , tận tâm .",positive,lecturer
thầy trình bày ví dụ và câu chuyện thực tế .,positive,lecturer
"nhiệt tình , phương thức truyền đạt dễ hiểu .",positive,lecturer
nên thay hình thức này bằng hình thức khác .,negative,program
cô rất tốt .,positive,program
"giảm tải bớt lý thuyết và nên đưa các ví dụ thực tiễn vào nội dung giảng dạy giúp sinh viên định hướng được nội dung , mục đích và cách áp dụng môn học vào nghề nghiệp sau khi ra trường .",negative,program
"thầy dạy nhiệt tình , cung cấp nhiều kiến thức dễ hiểu , thầy dạy dễ hiểu , sôi nổi .",positive,lecturer
cuối cùng chúc cô wzjwz2 có năm mới hạnh phúc !,positive,other
thầy dạy hay và quá dễ hiểu .,positive,lecturer
"cách giảng dạy dễ hiểu , nội dụng phù hợp thực tại .",positive,lecturer
"có các ví dụ bài tập hay , hiệu quả .",positive,program
thang điểm kiểm tra bài thực hành dễ gây ức chế .,positive,program
thầy dạy hay nhiệt tình phương pháp tiếp cận kiến thức tốt .,positive,lecturer
mong thầy sắp xếp giữa việc giảng dạy và công việc cá nhân .,negative,lecturer
chuyện gì dễ thì cô dễ mà chuyện gì khó thì cô khó .,positive,lecturer
tăng cường thời lượng giải bài tập .,negative,program
em thấy cô dạy nhiệt tình .,positive,lecturer
giáo viên nhiệt tình tận tâm .,positive,lecturer
không thông báo cho sinh viên về việc nghỉ học .,negative,lecturer
"thầy dạy rất dễ hiểu , ví dụ minh họa rất thực tế .",positive,lecturer
trời nóng quá học không hứng khởi .,negative,other
"nhiệt tình , cố gắng giúp sinh viên hiểu bài .",positive,lecturer
"tận tâm , truyền đạt tốt .",positive,lecturer
giảng dạy kết hợp bài tập rất hay và rất dễ nhớ bài vừa mới được dạy !,positive,lecturer
2 tuần 1 buổi 5 tiết theo cá nhân em là chưa hợp lý !,negative,program
"rất nhiệt tình chỉ bảo , hướng dẫn sinh viên .",positive,lecturer
"đúng giờ , nhiệt tình , quan tâm đến học sinh .",positive,lecturer
"cô vui tính , dạy dễ hiểu .",positive,lecturer
cần liên kết giữa lý thuyết và thực hành .,negative,program
không tạo được cảm hứng cho sinh viên .,negative,lecturer
"không cảm thấy tiếp thu được kiến thức , đa phần phải tự học tự tìm kiếm kiến thức .",negative,program
"sử dụng hình thức điểm danh không cần thiết , trong khi các lớp khác đều rất tự do , không có hình thức điểm danh .",negative,lecturer
cần có giáo trình và đề cương chi tiết .,negative,program
giảng vỉên tận tình .,positive,lecturer
tôi rất thích .,positive,other
"giảng viên dạy rất dài dòng , lê thê mặc dù chẳng cần kéo dài đến thế .",negative,lecturer
tâm huyết nhiệt tình giảng dạy .,positive,lecturer
giảng viên cần đưa lên các diễn đàn nhiều tài liệu môn học hơn .,negative,lecturer
bài tập được thầy đưa trên courses .,negative,program
gây khó nắm bắt .,negative,program
thêm các tiết dạy thực hành .,negative,program
"thầy giảng chi tiết , hướng dẫn dễ hiểu .",positive,lecturer
thầy dạy rất nhiệt huyết và tận tình .,positive,lecturer
"cần trang bị thêm trang thiết bị , cải tiến giáo trình .",negative,facility
máy tính tệ quá !,negative,facility
cô nên giảng chậm hơn một chút để dễ hiểu hơn .,negative,lecturer
nhìn chung giảng viên cung cấp đủ kiến thức cho sinh viên .,positive,lecturer
thêm bài tập logic .,negative,program
"thời gian học quá trễ , sinh viên chất lượng cao không về được xe trường vốn là quyền lợi của sinh viên chất lượng cao , sinh viên không kịp thời gian đi học thêm sau thời gian học về đến trung tâm thành phố sau 7h .",negative,program
"giảng viên giảng chậm , dễ hiểu .",positive,lecturer
giảng dạy rất nhiệt tình .,positive,lecturer
"dạy có tâm , nhiệt tình dễ hiểu , quan tâm sinh viên .",positive,lecturer
"giảng viên nhiệt tình , tạo nhiều hoạt động cho sinh viên tham gia nhằm nâng cao khả năng ngôn ngữ .",positive,lecturer
thầy có dạy và sửa bài tập kỹ càng .,positive,lecturer
"có những yêu cầu vượt quá khả năng của sinh viên , yêu cầu cao khiến sinh viên cảm thấy vô cùng áp lực khi học .",negative,program
thầy ít khi code mẫu .,negative,lecturer
ít bài tập làm thêm cũng như không sửa bài tập giao trên moodle .,negative,program
nên nâng cấp phòng lab .,negative,facility
